codigo_viagem,cnpj,numero_equipamento_fiscal,numero_bilhete,data_emissao_bilhete,hora_emissao_bilhete,categoria_transporte,nu_linha,origem_destino_linha,ponto_origem_viagem,ponto_destino_viagem,tipo_servico,data_viagem,hora_viagem,tipo_viagem,numero_poltrona,plataforma_embarque,tipo_gratitude,valor_tarifa,valor_percentual_desconto,valor_aliquota_icms,valor_pedagio,valor_taxa_embarque,valor_total,origem_emissao,in_passagem_cancelada
2487593,30069314000101,33200130069314000101,4636782,16-01-2020,22:41:00,Interestadual,8008031,SAO PAULO(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,SAO PAULO/SP        ,Convencional com sanitário,17-01-2020,00:15:00,Regular,46,49 A 55,Tarifa Normal - sem desconto,113.93,0.0,20.0,7.83,6.14,127.9,Não Se Aplica,NÃO
2506864,16624611000140,35191216624611000140,626164,18-12-2019,14:19:56,Interestadual,8001800,SAO PAULO(SP) - BELO HORIZONTE(MG),SAO PAULO/SP        ,BELO HORIZONTE/MG        ,Convencional com sanitário,23-01-2020,23:30:00,Regular,16,1,Tarifa Normal - sem desconto,148.15,0.0,12.0,2.36,7.49,158.0,Presencial,NÃO
2458395,16624611000140,31200116624611009873,2851480,08-01-2020,23:44:14,Interestadual,8001800,SAO PAULO(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SAO PAULO/SP        ,Convencional com sanitário,09-01-2020,23:15:00,Regular,36,A1,Tarifa Normal - sem desconto,158.56,0.0,18.0,2.54,3.9,165.0,Presencial,NÃO
2478520,16624611000140,31200116624611009873,2881618,11-01-2020,23:46:40,Interestadual,8001800,SAO PAULO(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SAO PAULO/SP        ,Convencional com sanitário,12-01-2020,00:45:00,Regular,14,A1,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",158.56,20.0,18.0,2.54,3.9,133.29,Presencial,NÃO
2478520,16624611000140,31200116624611009873,2860408,09-01-2020,21:28:49,Interestadual,8001800,SAO PAULO(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SAO PAULO/SP        ,Convencional com sanitário,12-01-2020,00:45:00,Regular,32,A1,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",158.56,51.0,18.0,2.54,3.9,84.13,Presencial,NÃO
2507152,16624611000140,31191216624611009873,2610811,16-12-2019,22:15:15,Interestadual,8001800,SAO PAULO(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SAO PAULO/SP        ,Convencional com sanitário,24-01-2020,23:15:00,Regular,11,A1,"Gratuidade Jovem de Baixa Renda 100% - Inciso I, art. 32 da Lei nº 12.852/13",158.56,100.0,18.0,2.54,3.9,6.44,Presencial,NÃO
2456614,11047649000184,33200111047649000265,294237,06-01-2020,07:52:29,Interestadual,8013700,SAO PAULO(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,SAO PAULO/SP        ,Convencional com sanitário,06-01-2020,09:00:00,Regular,22,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",110.77,0.0,20.0,7.76,6.14,104.99,Não Se Aplica,NÃO
2506032,16624611000140,31200116624611009873,2947320,18-01-2020,21:20:16,Interestadual,8001800,SAO PAULO(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SAO PAULO/SP        ,Convencional com sanitário,20-01-2020,23:15:00,Regular,39,A1,Autorização de Viagem - Passe Livre - Art. 1º da Lei nº 8.899/94,158.56,104.06,18.0,2.54,3.9,0.0,Presencial,NÃO
2480184,16624611000140,29191116624611010960,488594,30-11-2019,12:39:40,Interestadual,3001961,SOBRAL(CE) - SAO PAULO(SP),FEIRA DE SANTANA/BA        ,SAO PAULO/SP        ,Executivo,18-01-2020,09:00:00,Regular,11,PA,"Bilhete de Viagem do Idoso 100% - Inciso I, art. 40 da Lei nº 10.741/03",600.85,0.0,18.0,0.0,0.0,0.0,Presencial,NÃO
2479453,16624611000140,29200116624611010960,581257,07-01-2020,13:00:39,Interestadual,5007900,PRADO(BA) - SAO PAULO(SP),ALCOBACA/BA        ,SAO PAULO/SP        ,Convencional com sanitário,15-01-2020,18:30:00,Regular,33,0,"Bilhete de Viagem do Idoso 50% - Inciso II, art. 40 da Lei nº 10.741/03",360.76,100.0,18.0,2.54,3.7,186.62,Presencial,NÃO
2442089,78586674000107,35191278586674008515,424034,24-12-2019,17:53:00,Interestadual,9013200,LONDRINA(PR) - SAO PAULO(SP),SAO PAULO/SP        ,CAMBARA/PR        ,Convencional com sanitário,02-01-2020,09:15:00,Regular,21,N/I,Tarifa Normal - sem desconto,87.55,0.0,12.0,22.82,6.59,116.96,Não Se Aplica,NÃO
2479453,16624611000140,29200116624611010960,565868,02-01-2020,15:55:55,Interestadual,5007900,PRADO(BA) - SAO PAULO(SP),TEIXEIRA DE FREITAS/BA        ,BELO HORIZONTE/MG        ,Convencional com sanitário,15-01-2020,18:30:00,Regular,11,0,"Gratuidade Jovem de Baixa Renda 100% - Inciso I, art. 32 da Lei nº 12.852/13",190.0,100.0,18.0,0.0,6.0,6.0,Presencial,NÃO
2457882,16624611000140,31200116624611009873,2842055,08-01-2020,09:24:31,Interestadual,6013500,BELO HORIZONTE(MG) - GOIANIA(GO),BELO HORIZONTE/MG        ,GOIANIA/GO        ,Convencional com sanitário,08-01-2020,10:45:00,Regular,29,A1,Tarifa Normal - sem desconto,238.67,0.0,18.0,2.43,3.9,245.0,Presencial,NÃO
2458468,16624611000140,52191116624611003590,73047,23-11-2019,18:52:55,Interestadual,6013500,BELO HORIZONTE(MG) - GOIANIA(GO),GOIANIA/GO        ,BELO HORIZONTE/MG        ,Convencional com sanitário,10-01-2020,10:30:00,Regular,2,12,"Bilhete de Viagem do Idoso 100% - Inciso I, art. 40 da Lei nº 10.741/03",236.62,0.0,17.0,0.0,0.0,0.0,Presencial,NÃO
2506749,16624611000140,26200116624611019917,183268,24-01-2020,01:34:44,Interestadual,14000600,NATAL(RN) - ARACAJU(SE),CARUARU/PE        ,NATAL/RN        ,Convencional com sanitário,23-01-2020,16:00:00,Regular,1,0,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",104.68,39.15,18.0,0.0,6.3,70.0,Presencial,NÃO
2480069,16624611000140,33200116624611017973,70182,16-01-2020,19:34:55,Interestadual,7002961,RIO DE JANEIRO(RJ) - NATAL(RN),RIO DE JANEIRO/RJ        ,NATAL/RN        ,Executivo,17-01-2020,21:30:00,Regular,32,43,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",877.12,28.45,20.0,5.71,7.68,641.0,Presencial,NÃO
2480387,16624611000140,52200116624611003590,87574,18-01-2020,18:41:29,Interestadual,6013561,BELO HORIZONTE(MG) - GOIANIA(GO),GOIANIA/GO        ,PATROCINIO/MG        ,Executivo,18-01-2020,22:00:00,Regular,37,12,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",179.61,26.87,17.0,0.67,3.98,136.0,Presencial,NÃO
2457882,16624611000140,31200116624611009873,2812051,05-01-2020,00:48:46,Interestadual,6013500,BELO HORIZONTE(MG) - GOIANIA(GO),BELO HORIZONTE/MG        ,CATALAO/GO        ,Convencional com sanitário,08-01-2020,10:45:00,Regular,21,A1,Tarifa Normal - sem desconto,164.67,0.0,18.0,2.43,3.9,171.0,Presencial,NÃO
2505782,16624611000140,31191216624611009873,2741311,28-12-2019,13:59:29,Interestadual,17008561,VITORIA(ES) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,VITORIA/ES        ,Executivo,20-01-2020,01:00:00,Regular,6,B1,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",179.5,64.9,18.0,0.0,3.9,66.9,Presencial,NÃO
2520198,60765633000112,33200160765633000201,183313,25-01-2020,08:57:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,SAO PAULO/SP        ,Convencional com sanitário,25-01-2020,10:00:00,Regular,7,58 A 60,Tarifa Normal - sem desconto,103.92,0.0,20.0,7.26,6.14,109.0,Não Se Aplica,NÃO
2467383,60765633000112,33200160765633000201,168295,06-01-2020,21:13:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,SAO PAULO/SP        ,Convencional com sanitário,06-01-2020,22:10:00,Regular,31,58 A 60,Tarifa Normal - sem desconto,103.92,0.0,20.0,4.39,6.14,104.89,Não Se Aplica,NÃO
2467350,60765633000112,33191260765633000201,147516,18-12-2019,12:35:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,SAO PAULO/SP        ,Convencional com sanitário,06-01-2020,10:00:00,Regular,13,58 A 60,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",103.92,100.0,20.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2434476,60765633000112,33200160765633000201,164763,04-01-2020,11:59:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,SAO PAULO/SP        ,Convencional com sanitário,05-01-2020,23:26:00,Regular,18,58 A 60,Tarifa Normal - sem desconto,103.92,0.0,20.0,4.39,6.14,104.89,Não Se Aplica,NÃO
2467348,60765633000112,33191260765633000201,147516,18-12-2019,12:35:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,SAO PAULO/SP        ,Convencional com sanitário,06-01-2020,10:00:00,Regular,13,58 A 60,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",103.92,100.0,20.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2434363,60765633000112,33191160765633000201,133062,29-11-2019,18:42:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,SAO PAULO/SP        ,Convencional com sanitário,04-01-2020,21:30:00,Regular,17,58 A 60,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",103.92,100.0,20.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2467676,60765633000112,33191160765633000201,112468,08-11-2019,03:59:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,SAO PAULO/SP        ,Convencional com sanitário,10-01-2020,23:30:00,Regular,35,58 A 60,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",103.92,100.0,20.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2467674,60765633000112,33200160765633000201,171421,10-01-2020,20:06:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,SAO PAULO/SP        ,Convencional com sanitário,10-01-2020,23:20:00,Regular,13,58 A 60,Tarifa Normal - sem desconto,103.92,0.0,20.0,4.67,6.14,109.0,Não Se Aplica,NÃO
2433937,60765633000112,33200160765633000201,160603,02-01-2020,00:15:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,SAO PAULO/SP        ,Convencional com sanitário,02-01-2020,00:54:00,Regular,39,17 E 18,"Gratuidade Jovem de Baixa Renda 100% - Inciso I, art. 32 da Lei nº 12.852/13",103.92,100.0,20.0,4.39,6.14,10.53,Não Se Aplica,NÃO
2433987,60765633000112,33191260765633000201,155324,27-12-2019,16:33:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,SAO PAULO/SP        ,Convencional com sanitário,02-01-2020,16:10:00,Regular,4,58 A 60,Tarifa Normal - sem desconto,103.92,0.0,20.0,4.39,6.14,106.9,Não Se Aplica,NÃO
2433768,60765633000112,33191260765633000201,158617,30-12-2019,23:24:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,SAO PAULO/SP        ,Convencional com sanitário,02-01-2020,00:09:00,Regular,41,17 E 18,Tarifa Normal - sem desconto,103.92,0.0,20.0,4.39,6.14,109.61,Não Se Aplica,NÃO
2467677,60765633000112,33191160765633000201,112468,08-11-2019,03:59:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,SAO PAULO/SP        ,Convencional com sanitário,10-01-2020,23:30:00,Regular,35,58 A 60,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",103.92,100.0,20.0,0.0,0.0,0.0,Não Se Aplica,NÃO
2519767,60765633000112,33200160765633000201,176479,17-01-2020,08:57:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),RIO DE JANEIRO/RJ        ,SAO PAULO/SP        ,Convencional com sanitário,19-01-2020,10:15:00,Regular,23,58 A 60,Tarifa Normal - sem desconto,103.92,0.0,20.0,4.67,6.14,109.0,Não Se Aplica,NÃO
2520214,60765633000112,35200160765633000112,218248,25-01-2020,16:27:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,25-01-2020,18:00:00,Regular,16,05,Tarifa Normal - sem desconto,94.48,0.0,12.0,7.26,6.39,109.0,Não Se Aplica,NÃO
2467577,60765633000112,35200160765633000112,205300,09-01-2020,17:43:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,09-01-2020,18:00:00,Regular,30,05,Tarifa Normal - sem desconto,94.48,0.0,12.0,7.26,6.39,109.0,Não Se Aplica,NÃO
2520019,60765633000112,35200160765633000112,211364,17-01-2020,15:34:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,22-01-2020,23:55:00,Regular,7,09,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",94.48,100.0,12.0,7.26,6.39,13.65,Não Se Aplica,NÃO
2519853,60765633000112,35200160765633000112,204897,09-01-2020,07:47:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,20-01-2020,10:00:00,Regular,15,05,Tarifa Normal - sem desconto,94.48,0.0,12.0,7.26,6.39,109.0,Não Se Aplica,NÃO
2467579,60765633000112,35200160765633000112,205300,09-01-2020,17:43:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,09-01-2020,18:00:00,Regular,30,05,Tarifa Normal - sem desconto,94.48,0.0,12.0,7.26,6.39,109.0,Não Se Aplica,NÃO
2492146,60765633000112,35200160765633000112,210627,16-01-2020,18:45:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,17-01-2020,23:30:00,Regular,10,05,Tarifa Normal - sem desconto,94.48,0.0,12.0,4.67,6.39,109.0,Não Se Aplica,NÃO
2492144,60765633000112,35200160765633000112,210627,16-01-2020,18:45:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,17-01-2020,23:30:00,Regular,10,05,Tarifa Normal - sem desconto,94.48,0.0,12.0,4.67,6.39,109.0,Não Se Aplica,NÃO
2520021,60765633000112,35200160765633000112,211364,17-01-2020,15:34:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,22-01-2020,23:55:00,Regular,7,09,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",94.48,100.0,12.0,7.26,6.39,13.65,Não Se Aplica,NÃO
2492036,60765633000112,35200160765633000112,210498,16-01-2020,15:15:00,Interestadual,8002800,SAO PAULO(SP) - RIO DE JANEIRO(RJ),SAO PAULO/SP        ,RIO DE JANEIRO/RJ        ,Convencional com sanitário,16-01-2020,16:00:00,Regular,37,05,"Gratuidade Jovem de Baixa Renda 50% - Inciso II, art. 32 da Lei nº 12.852/13",94.48,50.0,12.0,7.26,6.39,60.89,Não Se Aplica,NÃO
2437094,16624611000140,31200116624611009873,2800174,03-01-2020,19:49:57,Interestadual,8001861,SAO PAULO(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SAO PAULO/SP        ,Executivo,04-01-2020,02:59:00,Regular,1,A1,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",226.89,28.35,18.0,2.54,3.9,169.0,Presencial,NÃO
2437661,16624611000140,31191216624611009873,2741766,28-12-2019,14:26:36,Interestadual,8001861,SAO PAULO(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SAO PAULO/SP        ,Executivo,05-01-2020,02:59:00,Regular,23,A1,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",226.89,28.35,18.0,2.54,3.9,169.0,Presencial,NÃO
2457918,16624611000140,31200116624611009873,2809112,04-01-2020,18:21:03,Interestadual,5006961,BOM JESUS DA LAPA(BA) - CAMPINAS(SP),MONTES CLAROS/MG        ,RIBEIRAO PRETO/SP        ,Executivo,08-01-2020,12:30:00,Regular,35,H,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",295.96,28.39,18.0,2.07,3.0,217.0,Presencial,NÃO
2479536,16624611000140,31191216624611009873,2541722,10-12-2019,12:12:33,Interestadual,6013761,BELO HORIZONTE(MG) - CONCEICAO DA BARRA(ES),CORONEL FABRICIANO/MG        ,SAO MATEUS/ES        ,Executivo,15-01-2020,23:00:00,Regular,15,0,"Bilhete de Viagem do Idoso 100% - Inciso I, art. 40 da Lei nº 10.741/03",165.3,0.0,18.0,0.0,0.0,0.0,Presencial,NÃO
2486296,27488725000127,32191227488725000127,21984,20-12-2019,08:04:00,Interestadual,17009800,COLATINA(ES) - PORTO VELHO(RO),MATO QUEIMADO/RS        ,UIRAMUTA/RR        ,Convencional com sanitário,14-01-2020,12:00:00,Regular,46,N/I,Tarifa Normal - sem desconto,594.73,0.0,12.0,0.0,1.8,596.53,Não Se Aplica,NÃO
2479795,16624611000140,35200116624611000140,708314,16-01-2020,21:11:49,Interestadual,6014200,BELO HORIZONTE(MG) - SAO JOSE DO RIO PRETO(SP),SAO JOSE DO RIO PRETO/SP        ,BELO HORIZONTE/MG        ,Convencional com sanitário,16-01-2020,22:00:00,Regular,24,7,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",180.67,50.13,12.0,2.3,7.6,100.0,Presencial,NÃO
2463387,27488725000127,31200127488725000712,24074,11-01-2020,08:29:00,Interestadual,17009620,BARRA DE SAO FRANCISCO(ES) - MANTENA(MG),ROLADOR/RS        ,CAPAO DO CIPO/RS        ,Convencional sem sanitário,11-01-2020,08:30:00,Regular,12,N/I,Tarifa Normal - sem desconto,3.6,0.0,18.0,0.0,0.3,3.9,Não Se Aplica,NÃO
2463388,27488725000127,31200127488725000712,24074,11-01-2020,08:29:00,Interestadual,17009620,BARRA DE SAO FRANCISCO(ES) - MANTENA(MG),ROLADOR/RS        ,CAPAO DO CIPO/RS        ,Convencional sem sanitário,11-01-2020,08:30:00,Regular,12,N/I,Tarifa Normal - sem desconto,3.6,0.0,18.0,0.0,0.3,3.9,Não Se Aplica,NÃO
2463374,27488725000127,31200127488725000712,23962,10-01-2020,17:03:00,Interestadual,17009620,BARRA DE SAO FRANCISCO(ES) - MANTENA(MG),ROLADOR/RS        ,CAPAO DO CIPO/RS        ,Convencional sem sanitário,10-01-2020,17:30:00,Regular,7,N/I,Tarifa Normal - sem desconto,3.6,0.0,18.0,0.0,0.3,3.9,Não Se Aplica,NÃO
2486379,27488725000127,31200127488725000712,25247,16-01-2020,12:32:00,Interestadual,17009620,BARRA DE SAO FRANCISCO(ES) - MANTENA(MG),ROLADOR/RS        ,CAPAO DO CIPO/RS        ,Convencional sem sanitário,16-01-2020,12:30:00,Regular,17,N/I,Tarifa Normal - sem desconto,3.6,0.0,18.0,0.0,0.3,3.9,Não Se Aplica,NÃO
2486395,27488725000127,31200127488725000712,15624,16-01-2020,20:10:00,Interestadual,17009620,BARRA DE SAO FRANCISCO(ES) - MANTENA(MG),ROLADOR/RS        ,CAPAO DO CIPO/RS        ,Convencional sem sanitário,16-01-2020,20:00:00,Regular,99,N/I,Tarifa Normal - sem desconto,3.6,0.0,18.0,0.0,0.0,3.6,Não Se Aplica,NÃO
2435279,16624611000140,35191016624611000140,476353,24-10-2019,09:12:55,Interestadual,5010200,BOM JESUS DA LAPA(BA) - SAO PAULO(SP),SAO PAULO/SP        ,BOM JESUS DA LAPA/BA        ,Convencional com sanitário,01-01-2020,12:30:00,Regular,8,63,"Bilhete de Viagem do Idoso 100% - Inciso I, art. 40 da Lei nº 10.741/03",336.12,0.0,12.0,0.0,0.0,0.0,Presencial,NÃO
2486446,27488725000127,31200127488725000712,25662,18-01-2020,08:18:00,Interestadual,17009620,BARRA DE SAO FRANCISCO(ES) - MANTENA(MG),ROLADOR/RS        ,CAPAO DO CIPO/RS        ,Convencional sem sanitário,18-01-2020,08:30:00,Regular,11,N/I,Tarifa Normal - sem desconto,3.6,0.0,18.0,0.0,0.3,3.9,Não Se Aplica,NÃO
2486323,27488725000127,31200127488725000712,18260,15-01-2020,08:11:00,Interestadual,17009620,BARRA DE SAO FRANCISCO(ES) - MANTENA(MG),ROLADOR/RS        ,CAPAO DO CIPO/RS        ,Convencional sem sanitário,15-01-2020,08:00:00,Regular,99,N/I,Tarifa Normal - sem desconto,3.6,0.0,18.0,0.0,0.0,3.6,Não Se Aplica,NÃO
2470282,78586674000107,35200178586674008515,451792,05-01-2020,13:33:00,Interestadual,9012700,MARINGA(PR) - SAO PAULO(SP),SAO PAULO/SP        ,MARINGA/PR        ,Convencional com sanitário,08-01-2020,22:00:00,Regular,14,N/I,Tarifa Normal - sem desconto,50.32,50.0,12.0,14.77,6.59,71.68,Não Se Aplica,NÃO
2496116,78586674000107,35200178586674008515,453879,06-01-2020,11:54:00,Interestadual,9012500,LOANDA(PR) - SAO PAULO(SP),SAO PAULO/SP        ,MARINGA/PR        ,Convencional com sanitário,18-01-2020,19:15:00,Regular,34,N/I,Tarifa Normal - sem desconto,176.39,0.0,12.0,9.56,6.59,192.54,Não Se Aplica,NÃO
2506831,16624611000140,35200116624611000140,712757,18-01-2020,15:46:32,Interestadual,8022161,SAO PAULO(SP) - ARACUAI(MG),SAO PAULO/SP        ,DIAMANTINA/MG        ,Executivo,23-01-2020,22:30:00,Regular,19,64,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",264.71,50.9,12.0,3.01,7.49,140.47,Presencial,NÃO
2470284,78586674000107,35200178586674008515,451792,05-01-2020,13:33:00,Interestadual,9012700,MARINGA(PR) - SAO PAULO(SP),SAO PAULO/SP        ,MARINGA/PR        ,Convencional com sanitário,08-01-2020,22:00:00,Regular,14,N/I,Tarifa Normal - sem desconto,50.32,50.0,12.0,14.77,6.59,71.68,Não Se Aplica,NÃO
2480180,16624611000140,31200116624611009873,2922716,16-01-2020,13:21:41,Interestadual,8001861,SAO PAULO(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SAO PAULO/SP        ,Executivo,18-01-2020,02:59:00,Regular,28,A1,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",226.89,65.9,18.0,2.54,3.9,83.81,Presencial,NÃO
2505478,16624611000140,31200116624611009873,2929223,16-01-2020,23:06:23,Interestadual,8001861,SAO PAULO(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SAO PAULO/SP        ,Executivo,19-01-2020,02:59:00,Regular,3,A1,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",226.89,75.0,18.0,2.54,3.9,63.16,Presencial,NÃO
2436270,16624611000140,31191216624611009873,2574028,13-12-2019,13:38:36,Interestadual,8001861,SAO PAULO(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SAO PAULO/SP        ,Executivo,03-01-2020,00:45:00,Regular,2,A1,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",226.89,28.35,18.0,2.54,3.9,169.0,Presencial,NÃO
2435870,16624611000140,31191216624611009873,2651349,20-12-2019,14:16:21,Interestadual,8001861,SAO PAULO(SP) - BELO HORIZONTE(MG),BELO HORIZONTE/MG        ,SAO PAULO/SP        ,Executivo,02-01-2020,15:30:00,Regular,31,A1,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",226.89,50.9,18.0,2.54,3.9,117.84,Presencial,NÃO
2461517,23542573000142,35200133337007008803,100432231,05-01-2020,18:48:00,Interestadual,7014031,RIO DE JANEIRO(RJ) - SAO SEBASTIAO(SP),SAO SEBASTIAO/SP        ,RIO DE JANEIRO/RJ        ,Semileito,10-01-2020,22:00:00,Regular,7,N/I,"Tarifa Promocional - Parágrafo 3º, art. 27 do Decreto nº 2.521/98",145.91,3.0,12.0,0.0,4.09,150.0,Não Se Aplica,NÃO
2487192,30069314000101,33200130069314000101,4381216,07-01-2020,16:36:00,Interestadual,7010000,RIO DE JANEIRO(RJ) - TOMBOS(MG),RIO DE JANEIRO/RJ        ,EUGENOPOLIS/MG        ,Convencional com sanitário,14-01-2020,13:08:00,Regular,9,38,Tarifa Normal - sem desconto,77.47,0.0,20.0,1.38,6.14,84.99,Não Se Aplica,NÃO
2438234,61084018000103,41200161084018005849,195265,05-01-2020,06:21:00,Interestadual,8006231,SAO PAULO(SP) - CURITIBA(PR),CURITIBA/PR        ,SAO PAULO/SP        ,Convencional com sanitário,05-01-2020,16:00:00,Regular,10,B,Tarifa Normal - sem desconto,111.01,0.0,12.0,2.86,6.12,124.99,Não Se Aplica,NÃO
